chr	start_promoter	end_promoter	strand	gene_name
chr20	33457949	33461949	+	ACSS2
chr20	33541620	33545620	-	GSS
chr20	33561206	33565206	+	MYH7B
chr20	33678674	33682674	-	TRPC4AP
chr20	33863928	33867928	-	EDEM2
chr20	33757876	33761876	+	PROCR
chr20	33812457	33816457	+	MMP24
chr20	33870788	33874788	-	EIF6
chr20	33878204	33882204	-	FAM83C
chr20	33997944	34001944	-	UQCC1
chr20	34018827	34022827	+	GDF5OS
chr20	34040568	34044568	-	GDF5
chr20	34040985	34044985	+	CEP250
chr20	34115481	34119481	-	C20orf173
chr20	34127770	34131770	+	ERGIC3
chr20	34201814	34205814	+	SPAG4
chr20	34250878	34254878	-	CPNE1
chr20	34260466	34264466	-	RP1-309K20.6
chr20	34250878	34254878	-	RBM12
chr20	34285281	34289281	-	NFS1
chr20	34285194	34289194	+	ROMO1
chr20	34328234	34332234	-	RBM39
chr20	34357896	34361896	+	PHF20
chr20	34545394	34549394	-	SCAND1
chr20	34554512	34558512	+	CNBD2
chr20	34677426	34681426	+	EPB41L1
chr20	34756180	34760180	-	AL121895.1
chr20	34822381	34826381	+	AAR2
chr20	34892258	34896258	+	DLGAP4
chr20	35167887	35171887	+	MYL9
chr20	35199891	35203891	+	TGIF2
chr20	35200956	35204956	+	TGIF2-C20orf24
chr20	35232137	35236137	+	C20orf24
chr20	35272619	35276619	-	SLA2
chr20	35372481	35376481	-	NDRG3
chr20	35400221	35404221	-	DSN1
chr20	35490089	35494089	-	SOGA1
chr20	35502524	35506524	+	TLDC2
chr20	35578246	35582246	-	SAMHD1
chr20	35722398	35726398	-	RBL1
chr20	35722188	35726188	+	RBL1
chr20	35805991	35809991	-	MROH8
chr20	35804813	35808813	+	RPN2
chr20	35888238	35892238	-	GHRH
chr20	35916041	35920041	+	MANBAL
chr20	35971088	35975088	+	SRC
chr20	36154333	36158333	-	BLCAP
chr20	36147617	36151617	+	NNAT
chr20	36320408	36324408	+	CTNNBL1
chr20	36529499	36533499	+	VSTM2L
chr20	36659870	36663870	-	TTI1
chr20	36659948	36663948	+	RPRD1B
chr20	36792980	36796980	-	TGM2
chr20	36887174	36891174	-	KIAA1755
chr20	36886551	36890551	+	BPI
chr20	36972759	36976759	+	LBP
chr20	37099459	37103459	+	RALGAPB
chr20	37207838	37211838	+	ADIG
chr20	37228577	37232577	+	ARHGAP40
chr20	37351105	37355105	+	SLC32A1
chr20	37375085	37379085	+	ACTR5
chr20	37432348	37436348	+	PPP1R16B
chr20	37552955	37556955	+	FAM83D
chr20	37588942	37592942	+	DHX35
chr20	39315880	39319880	-	MAFB
chr20	39655458	39659458	+	TOP1
chr20	39763600	39767600	+	PLCG1
chr20	39944312	39948312	-	ZHX3
chr20	39967560	39971560	+	LPIN3
chr20	39993467	39997467	-	EMILIN3
chr20	40245133	40249133	-	CHD6
chr20	41816610	41820610	-	PTPRT
chr20	42084568	42088568	+	SRSF6
chr20	42134320	42138320	+	L3MBTL1
chr20	42185608	42189608	+	SGK2
chr20	42217571	42221571	+	IFT52
chr20	42293754	42297754	+	MYBL2
chr20	42353638	42357638	-	GTSF1L
chr20	42541504	42545504	+	TOX2
chr20	42814218	42818218	-	JPH2
chr20	42837431	42841431	-	OSER1
chr20	42873887	42877887	+	GDAP1L1
chr20	42937809	42941809	-	FITM2
chr20	42963626	42967626	+	R3HDML
chr20	42982340	42986340	+	HNF4A
chr20	43091984	43095984	-	C20orf62
chr20	43102526	43106526	+	TTPAL
chr20	43148750	43152750	-	SERINC3
chr20	43158426	43162426	+	PKIG
chr20	43246126	43250126	-	Z97053.1
chr20	43278874	43282874	-	ADA
chr20	43341485	43345485	+	WISP2
chr20	43372421	43376421	+	KCNK15
chr20	43436979	43440979	-	RIMS4
chr20	43512317	43516317	+	YWHAB
chr20	43536703	43540703	+	PABPC1L
chr20	43587127	43591127	-	TOMM34
chr20	43593115	43597115	+	STK4
chr20	43727753	43731753	-	KCNS1
chr20	43741813	43745813	-	WFDC5
chr20	43751106	43755106	-	WFDC12
chr20	43801517	43805517	+	PI3
chr20	43833638	43837638	+	SEMG1
chr20	43847941	43851941	+	SEMG2
chr20	43881205	43885205	-	SLPI
chr20	43935169	43939169	-	MATN4
chr20	43933491	43937491	+	RBPJL
chr20	43975064	43979064	-	SDC4
chr20	43988577	43992577	+	SYS1
chr20	43989840	43993840	+	SYS1-DBNDD2
chr20	44034529	44038529	-	TP53TG5
chr20	44032697	44036697	+	DBNDD2
chr20	44042717	44046717	+	PIGT
chr20	44072071	44076071	+	AL031663.2
chr20	44105452	44109452	-	AL031663.1
chr20	44096346	44100346	+	WFDC2
chr20	44142264	44146264	-	SPINT3
chr20	44166134	44170134	-	WFDC6
chr20	44174065	44178065	-	EPPIN-WFDC6
chr20	44174391	44178391	-	EPPIN
chr20	44205965	44209965	-	WFDC8
chr20	44257907	44261907	-	WFDC9
chr20	44256165	44260165	+	WFDC10A
chr20	44296909	44300909	-	WFDC11
chr20	44331658	44335658	-	WFDC10B
chr20	44328655	44332655	+	WFDC13
chr20	44348990	44352990	+	SPINT4
chr20	44418571	44422571	-	WFDC3
chr20	44418576	44422576	+	DNTTIP1
chr20	44439215	44443215	+	UBE2C
chr20	44460384	44464384	-	TNNC2
chr20	44460449	44464449	+	SNX21
chr20	44484045	44488045	-	ACOT8
chr20	44484256	44488256	+	ZSWIM3
chr20	44507866	44511866	+	ZSWIM1
chr20	44514274	44518274	-	SPATA25
chr20	44517926	44521926	-	NEURL2
chr20	44516783	44520783	+	CTSA
chr20	44538794	44542794	-	PLTP
chr20	44561267	44565267	+	PCIF1
chr20	44598833	44602833	-	ZNF335
chr20	44635547	44639547	+	MMP9
chr20	44648356	44652356	+	SLC12A5
chr20	44716591	44720591	-	NCOA5
chr20	44744911	44748911	+	CD40
chr20	44935137	44939137	-	CDH22
chr20	44991043	44995043	-	SLC35C2
chr20	45059704	45063704	-	ELMO2
chr20	45140198	45144198	-	ZNF334
chr20	45177213	45181213	-	OCSTAMP
chr20	45302714	45306714	-	SLC13A3
chr20	45316418	45320418	-	TP53RK
chr20	45336126	45340126	+	SLC2A10
chr20	45521263	45525263	+	EYA2
chr20	45983567	45987567	-	ZMYND8
chr20	45945246	45949246	+	AL031666.2
chr20	46128601	46132601	+	NCOA3
chr20	46413360	46417360	-	SULF2
chr20	47442420	47446420	-	PREX1
chr20	47536427	47540427	+	ARFGEF2
chr20	47660849	47664849	+	CSE1L
chr20	47802904	47806904	-	STAU1
chr20	47833884	47837884	+	DDX27
chr20	47892963	47896963	-	ZNFX1
chr20	48097184	48101184	-	KCNB1
chr20	48182683	48186683	-	PTGIS
chr20	48328415	48332415	-	B4GALT5
chr20	48427250	48431250	+	SLC9A8
chr20	48530080	48534080	-	SPATA2
chr20	48550948	48554948	+	RNF114
chr20	48597536	48601536	+	SNAI1
chr20	48768174	48772174	-	TMEM189-UBE2V1
chr20	48730496	48734496	-	UBE2V1
chr20	48768335	48772335	-	TMEM189
chr20	48805376	48809376	+	CEBPB
chr20	49124891	49128891	+	PTPN1
chr20	49306065	49310065	-	FAM65C
chr20	49346081	49350081	+	PARD6B
chr20	49409431	49413431	+	BCAS4
chr20	49545958	49549958	-	ADNP
chr20	49573092	49577092	-	DPM1
chr20	49573363	49577363	+	MOCS3
chr20	49637666	49641666	-	KCNG1
chr20	50177370	50181370	-	NFATC2
chr20	50383173	50387173	-	ATP9A
chr20	50417059	50421059	-	SALL4
chr20	50818847	50822847	-	ZFP64
chr20	51586946	51590946	+	TSHZ2
chr20	52103495	52107495	+	AL354993.1
chr20	52224446	52228446	-	ZNF217
chr20	52685304	52689304	-	BCAS1
chr20	52788512	52792512	-	CYP24A1
chr20	52822386	52826386	+	PFDN4
chr20	53090136	53094136	+	DOK5
chr20	54578528	54582528	-	CBLN4
chr20	54821788	54825788	+	MC3R
chr20	54931971	54935971	+	FAM210B
chr20	54965393	54969393	-	AURKA
chr20	54965427	54969427	+	CSTF1
chr20	54985168	54989168	+	CASS4
chr20	55041647	55045647	+	RTFDC1
chr20	55098981	55102981	-	GCNT7
chr20	55090243	55094243	+	FAM209A
chr20	55106302	55110302	+	FAM209B
chr20	55202358	55206358	+	TFAP2C
chr20	55839685	55843685	-	BMP7
chr20	55902815	55906815	+	SPO11
chr20	55924066	55928066	+	RAE1
chr20	55932878	55936878	-	MTRNR2L3
chr20	55964463	55968463	+	RBM38
chr20	56098708	56102708	-	CTCFL
chr20	56134136	56138136	+	PCK1
chr20	56193632	56197632	-	ZBP1
chr20	56284592	56288592	-	PMEPA1
chr20	56723960	56727960	+	C20orf85
chr20	56801709	56805709	-	ANKRD60
chr20	56882495	56886495	-	PPP4R1L
chr20	56882752	56886752	+	RAB22A
chr20	56962178	56966178	+	VAPB
chr20	57088187	57092187	-	APCDD1L
chr20	57207828	57211828	+	MGC4294
chr20	57224328	57228328	+	STX16
chr20	57224490	57228490	+	STX16-NPEPL1
chr20	57262187	57266187	+	NPEPL1
chr20	57412773	57416773	+	GNAS
chr20	57554263	57558263	+	NELFCD
chr20	57580302	57584302	-	CTSZ
chr20	57592309	57596309	+	TUBB1
chr20	57605437	57609437	-	ATP5E
chr20	57615964	57619964	-	SLMO2
chr20	57764075	57768075	+	ZNF831
chr20	57873482	57877482	+	EDN3
chr20	58150564	58154564	+	PHACTR3
chr20	58506710	58510710	-	SYCP2
chr20	58506819	58510819	+	FAM217B
chr20	58513352	58517352	-	PPP1R3D
chr20	58531471	58535471	+	CDH26
chr20	58628980	58632980	+	C20orf197
chr20	59825482	59829482	+	CDH4
chr20	60292804	60296804	-	RP11-429E11.3
chr20	60638866	60642866	-	TAF4
chr20	60695517	60699517	+	LSM14B
chr20	60716496	60720496	-	PSMA7
chr20	60716822	60720822	+	SS18L1
chr20	60756085	60760085	+	MTG2
chr20	60793323	60797323	-	HRH3
chr20	60811580	60815580	+	OSBPL2
chr20	60875149	60879149	+	ADRM1
chr20	60940368	60944368	-	LAMA5
chr20	60960172	60964172	+	RPS21
chr20	60980341	60984341	-	CABLES2
chr20	61000589	61004589	-	RBBP8NL
chr20	61049026	61053026	-	GATA5
chr20	61145660	61149660	+	C20orf166
chr20	61272656	61276656	-	RP11-93B14.6
chr20	61271797	61275797	+	SLCO4A1
chr20	61338189	61342189	+	NTSR1
chr20	61425805	61429805	+	MRGBP
chr20	61434187	61438187	+	OGFR
chr20	61445596	61449596	+	COL9A3
chr20	61491115	61495115	-	TCFL5
chr20	61567304	61571304	-	DIDO1
chr20	61567471	61571471	+	GID8
chr20	61582052	61586052	+	SLC17A9
chr20	61636387	61640387	-	BHLHE23
chr20	61845586	61849586	-	YTHDF1
chr20	61865235	61869235	+	BIRC7
chr20	61902046	61906046	-	NKAIN4
chr20	61902137	61906137	+	ARFGAP1
chr20	61922538	61926538	+	COL20A1
chr20	62007753	62011753	-	CHRNA4
chr20	62101993	62105993	-	KCNQ2
chr20	62128505	62132505	-	EEF1A2
chr20	62150077	62154077	+	PPDPF
chr20	62166723	62170723	-	PTK6
chr20	62176857	62180857	-	SRMS
chr20	62182373	62186373	+	C20orf195
chr20	62203592	62207592	-	HELZ2
chr20	62256394	62260394	-	GMEB2
chr20	62282780	62286780	-	STMN3
chr20	62287163	62291163	+	RTEL1
chr20	62288653	62292653	+	RTEL1-TNFRSF6B
chr20	62326021	62330021	+	TNFRSF6B
chr20	62337377	62341377	-	ARFRP1
chr20	62336817	62340817	+	ZGPAT
chr20	62338216	62342216	+	RP4-583P15.15
chr20	62364815	62368815	+	LIME1
chr20	62367623	62371623	+	RP4-583P15.14
chr20	62369214	62373214	+	SLC2A4RG
chr20	62460597	62464597	-	ZBTB46
chr20	62473273	62477273	-	AL158091.1
chr20	62490566	62494566	+	ABHD16B
chr20	62491217	62495217	-	C20ORF135
chr20	62494596	62498596	+	TPD52L2
chr20	62524518	62528518	+	DNAJC5
chr20	62585769	62589769	-	UCKL1
chr20	62583007	62587007	+	AL118506.1
chr20	62678113	62682113	-	ZNF512B
chr20	62609361	62613361	-	SAMD10
chr20	62610488	62614488	+	PRPF6
chr20	62678994	62682994	-	SOX18
chr20	62679189	62683189	+	TCEA2
chr20	62709323	62713323	-	RGS19
chr20	62709526	62713526	+	OPRL1
chr20	62713712	62717712	-	C20orf201
chr20	62736524	62740524	-	NPBWR2
chr20	62781144	62785144	+	MYT1
chr20	62885094	62889094	+	PCMTD2
chr21	11027719	11031719	-	TPTE
chr21	14743386	14747386	-	AL050302.1
chr21	14980498	14984498	+	POTED
chr21	15051459	15055459	-	AL050303.1
chr21	15581166	15585166	-	LIPI
chr21	15586451	15590451	+	RBM11
chr21	15753805	15757805	-	HSPA13
chr21	15953723	15957723	-	SAMSN1
chr21	16029142	16033142	-	AF165138.7
chr21	16435321	16439321	-	NRIP1
chr21	17100344	17104344	+	USP25
chr21	18809208	18813208	+	C21orf37
chr21	18882700	18886700	+	CXADR
chr21	18983265	18987265	-	BTG3
chr21	19189703	19193703	-	C21orf91
chr21	19271580	19275580	+	CHODL
chr21	19856197	19860197	-	TMPRSS15
chr21	22368633	22372633	+	NCAM2
chr21	26977829	26981829	-	MRPL39
chr21	27009584	27013584	+	JAM2
chr21	27105984	27109984	-	ATP5J
chr21	27104881	27108881	+	GABPA
chr21	27541446	27545446	-	APP
chr21	27943603	27947603	-	CYYR1
chr21	28215728	28219728	-	ADAMTS1
chr21	28336832	28340832	-	ADAMTS5
chr21	30255693	30259693	-	N6AMT1
chr21	30363270	30367270	-	LTN1
chr21	30389699	30393699	-	RWDD2B
chr21	30394950	30398950	+	USP16
chr21	30444118	30448118	-	CCT8
chr21	30447792	30451792	+	MAP3K7CL
chr21	30564392	30568392	+	BACH1
chr21	31310351	31314351	-	GRIK1
chr21	30966360	30970360	+	GRIK1-AS2
chr21	31536971	31540971	-	CLDN17
chr21	31586391	31590391	-	CLDN8
chr21	31653276	31657276	-	KRTAP24-1
chr21	31659832	31663832	-	KRTAP25-1
chr21	31690607	31694607	-	KRTAP26-1
chr21	31708012	31712012	-	KRTAP27-1
chr21	31718924	31722924	-	KRTAP23-1
chr21	31742557	31746557	-	KRTAP13-2
chr21	31766392	31770392	+	KRTAP13-1
chr21	31796286	31800286	-	KRTAP13-3
chr21	31800572	31804572	+	KRTAP13-4
chr21	31810597	31814597	+	KRTAP15-1
chr21	31850663	31854663	-	KRTAP19-1
chr21	31857755	31861755	-	KRTAP19-2
chr21	31862275	31866275	-	KRTAP19-3
chr21	31867451	31871451	-	KRTAP19-4
chr21	31872435	31876435	-	KRTAP19-5
chr21	31912183	31916183	-	KRTAP19-6
chr21	31931633	31935633	-	KRTAP19-7
chr21	31960716	31964716	-	KRTAP22-2
chr21	31962759	31966759	+	KRTAP6-3
chr21	31969219	31973219	-	KRTAP6-2
chr21	31971414	31975414	+	KRTAP22-1
chr21	31984249	31988249	-	KRTAP6-1
chr21	31986750	31990750	+	KRTAP20-1
chr21	31990946	31994946	+	KRTAP20-4
chr21	32005555	32009555	+	KRTAP20-2
chr21	32013183	32017183	+	KRTAP20-3
chr21	32089095	32093095	-	KRTAP21-3
chr21	32117551	32121551	-	KRTAP21-2
chr21	32125746	32129746	-	KRTAP21-1
chr21	32183570	32187570	-	KRTAP8-1
chr21	32251874	32255874	-	KRTAP11-1
chr21	32408795	32412795	-	KRTAP19-8
chr21	32930290	32934290	-	TIAM1
chr21	33029935	33033935	+	SOD1
chr21	33102388	33106388	-	SCAF4
chr21	33243628	33247628	+	HUNK
chr21	33649380	33653380	-	MIS18A
chr21	33662124	33666124	+	MRAP
chr21	33763335	33767335	-	URB1
chr21	33763439	33767439	+	C21orf119
chr21	33782314	33786314	+	EVA1C
chr21	33957683	33961683	-	TCP10L
chr21	33982591	33986591	-	AP000275.65
chr21	33983176	33987176	-	C21orf59
chr21	34098359	34102359	-	SYNJ1
chr21	34142169	34146169	-	PAXBP1
chr21	34142411	34146411	+	C21orf49
chr21	34184053	34188053	-	C21orf62
chr21	34396153	34400153	+	OLIG2
chr21	34440450	34444450	+	OLIG1
chr21	34540541	34544541	-	C21orf54
chr21	34600206	34604206	+	IFNAR2
chr21	34617079	34621079	+	AP000295.9
chr21	34636663	34640663	+	IL10RB
chr21	34694734	34698734	+	IFNAR1
chr21	34773202	34777202	+	IFNGR2
chr21	34850318	34854318	-	TMEM50B
chr21	34862027	34866027	-	DNAJC28
chr21	34913797	34917797	-	GART
chr21	34912924	34916924	+	SON
chr21	34959014	34963014	-	DONSON
chr21	34945645	34949645	-	AP000304.1
chr21	35282635	35286635	-	AP000304.12
chr21	35014232	35018232	-	CRYZL1
chr21	35012706	35016706	+	ITSN1
chr21	35286284	35290284	-	ATP5O
chr21	35443524	35447524	+	MRPS6
chr21	35443870	35447870	+	SLC5A3
chr21	35443870	35447870	+	SLC5A3
chr21	35734323	35738323	+	KCNE2
chr21	35745779	35749779	+	SMIM11
chr21	35771370	35775370	-	AP000322.54
chr21	35794264	35798264	-	AP000322.53
chr21	35882573	35886573	-	KCNE1
chr21	35985441	35989441	-	RCAN1
chr21	36039688	36043688	+	CLIC6
chr21	37374965	37378965	-	RUNX1
chr21	37268727	37272727	-	FKSG68
chr21	37400368	37404368	+	AP000688.1
chr21	37449687	37453687	-	SETD4
chr21	37440239	37444239	+	CBR1
chr21	37505210	37509210	+	CBR3
chr21	37527080	37531080	+	DOPEY2
chr21	37690487	37694487	+	MORC3
chr21	37755676	37759676	+	CHAF1B
chr21	37946867	37950867	-	CLDN14
chr21	37856165	37860165	+	AP000695.1
chr21	38069433	38073433	+	SIM2
chr21	38360536	38364536	-	HLCS
chr21	38376450	38380450	+	RIPPLY3
chr21	38443470	38447470	-	PIGP
chr21	38443526	38447526	+	TTC3
chr21	38638262	38642262	-	DSCR3
chr21	38736092	38740092	+	DYRK1A
chr21	38886740	38890740	+	AP001421.1
chr21	39286749	39290749	-	KCNJ6
chr21	39491454	39495454	-	DSCR4
chr21	39491545	39495545	+	DSCR8
chr21	39527128	39531128	+	KCNJ15
chr21	40031704	40035704	-	ERG
chr21	40175231	40179231	+	ETS2
chr21	40553777	40557777	-	PSMG1
chr21	40691485	40695485	-	BRWD1
chr21	40719573	40723573	-	HMGN1
chr21	40750170	40754170	+	WRB
chr21	40815731	40819731	-	LCA5L
chr21	40815781	40819781	+	SH3BGR
chr21	40926369	40930369	+	B3GALT5
chr21	40982748	40986748	-	C21orf88
chr21	41115334	41119334	+	IGSF5
chr21	41237243	41241243	+	PCP4
chr21	42217065	42221065	-	DSCAM
chr21	42537728	42541728	+	BACE2
chr21	42674139	42678139	+	FAM3B
chr21	42731870	42735870	+	MX2
chr21	42790231	42794231	+	MX1
chr21	42901043	42905043	-	TMPRSS2
chr21	43185266	43189266	-	RIPK4
chr21	43297591	43301591	-	PRDM15
chr21	43371999	43375999	-	C2CD2
chr21	43428496	43432496	-	ZBTB21
chr21	43481068	43485068	+	UMODL1
chr21	43526644	43530644	-	C21orf128
chr21	43617799	43621799	+	ABCG1
chr21	43733761	43737761	-	TFF3
chr21	43769237	43773237	-	TFF2
chr21	43784703	43788703	-	TFF1
chr21	43814955	43818955	-	TMPRSS3
chr21	43822008	43826008	+	UBASH3A
chr21	43914464	43918464	-	RSPH1
chr21	43914118	43918118	+	SLC37A1
chr21	44071746	44075746	+	PDE9A
chr21	44297678	44301678	-	WDR4
chr21	44297754	44301754	+	NDUFV3
chr21	44392620	44396620	+	PKNOX1
chr21	44495053	44499053	-	CBS
chr21	44525697	44529697	-	U2AF1
chr21	44580387	44584387	-	AP001631.10
chr21	44587118	44591118	+	CRYAA
chr21	44845008	44849008	-	SIK1
chr21	45077374	45081374	-	HSF2BP
chr21	45077429	45081429	+	RRP1B
chr21	45136975	45140975	+	PDXK
chr21	45194326	45198326	-	CSTB
chr21	45207394	45211394	+	RRP1
chr21	45283067	45287067	+	AGPAT3
chr21	45430200	45434200	+	TRAPPC10
chr21	45525171	45529171	+	PWP2
chr21	45551487	45555487	+	C21orf33
chr21	45591580	45595580	-	AP001055.1
chr21	45658849	45662849	-	ICOSLG
chr21	45680099	45684099	-	DNMT3L
chr21	45703721	45707721	+	AIRE
chr21	45717934	45721934	+	PFKL
chr21	45757285	45761285	-	C21orf2
chr21	45768046	45772046	+	TRPM2
chr21	45873369	45877369	+	LRRC3
chr21	45877814	45881814	+	LRRC3DN
chr21	46129495	46133495	-	TSPEAR
chr21	45935099	45939099	+	C21orf90
chr21	45958078	45962078	-	KRTAP10-1
chr21	45969388	45973388	-	KRTAP10-2
chr21	45976643	45980643	-	KRTAP10-3
chr21	45991606	45995606	+	KRTAP10-4
chr21	45998481	46002481	-	KRTAP10-5
chr21	46010386	46014386	-	KRTAP10-6
chr21	46018497	46022497	+	KRTAP10-7
chr21	46029996	46033996	+	KRTAP10-8
chr21	46045040	46049040	+	KRTAP10-9
chr21	46055273	46059273	+	KRTAP10-10
chr21	46064331	46068331	+	KRTAP10-11
chr21	46072576	46076576	-	KRTAP12-4
chr21	46075849	46079849	+	KRTAP12-3
chr21	46084844	46088844	-	KRTAP12-2
chr21	46100078	46104078	-	KRTAP12-1
chr21	46115087	46119087	+	KRTAP10-12
chr21	46219934	46223934	-	UBE2G2
chr21	46236694	46240694	-	SUMO3
chr21	46291752	46295752	-	PTTG1IP
chr21	46349904	46353904	-	ITGB2
chr21	46357828	46361828	-	C21orf67
chr21	46357925	46361925	+	FAM207A
chr21	46490927	46494927	-	AP001579.1
chr21	46491768	46495768	+	ADARB1
chr21	46513493	46517493	-	PRED57
chr21	46532873	46536873	-	PRED58
chr21	46705813	46709813	-	POFUT2
chr21	46823052	46827052	+	COL18A1
chr21	46962325	46966325	-	SLC19A1
chr21	47061608	47065608	+	PCBP3
chr21	47188005	47192005	-	PRED60
chr21	47350477	47354477	-	PRED62
chr21	47399651	47403651	+	COL6A1
chr21	47516011	47520011	+	COL6A2
chr21	47573481	47577481	-	FTCD
chr21	47602390	47606390	-	SPATC1L
chr21	47646738	47650738	-	LSS
chr21	47611673	47615673	-	AP001468.1
chr21	47704211	47708211	-	MCM3AP
chr21	47704251	47708251	+	YBEY
chr21	47741789	47745789	-	C21orf58
chr21	47742036	47746036	+	PCNT
chr21	47876812	47880812	+	DIP2A
chr21	48023121	48027121	-	S100B
chr21	48053079	48057079	+	PRMT2
chr22	16285937	16289937	-	POTEH
chr22	16447805	16451805	-	OR11H1
chr22	17071700	17075700	-	CCT8L2
chr22	17300589	17304589	-	XKR3
chr22	17487112	17491112	-	GAB4
chr22	17563844	17567844	+	IL17RA
chr22	17600257	17604257	-	CECR6
chr22	17600476	17604476	+	AC006946.15
chr22	17644177	17648177	-	CECR5
chr22	17700879	17704879	-	CECR1
chr22	17838837	17842837	+	CECR2
chr22	18041139	18045139	+	SLC25A18
chr22	18109584	18113584	-	ATP6V1E1
chr22	18109621	18113621	+	BCL2L13
chr22	18255536	18259536	-	BID
chr22	18505325	18509325	-	MICAL3
chr22	18558689	18562689	+	PEX26
chr22	18591097	18595097	+	TUBA8
chr22	18630666	18634666	+	USP18
chr22	18719427	18723427	+	AC008132.1
chr22	18832324	18836324	+	AC008132.13
chr22	18891541	18895541	+	DGCR6
chr22	18922066	18926066	-	PRODH
chr22	19107967	19111967	-	DGCR2
chr22	19130197	19134197	-	DGCR14
chr22	19116321	19120321	+	TSSK2
chr22	19135796	19139796	-	GSC2
chr22	19164343	19168343	-	SLC25A1
chr22	19277239	19281239	-	CLTCL1
chr22	19433224	19437224	-	HIRA
chr22	19433755	19437755	-	C22orf39
chr22	19417425	19421425	+	MRPL40
chr22	19464738	19468738	-	UFD1L
chr22	19464982	19468982	+	CDC45
chr22	19513068	19517068	-	CLDN5
chr22	19699987	19703987	+	SEPT5
chr22	19708468	19712468	+	GP1BB
chr22	19742226	19746226	+	TBX1
chr22	19840462	19844462	-	GNB1L
chr22	19840419	19844419	-	C22orf29
chr22	19927341	19931341	-	TXNRD2
chr22	19927130	19931130	+	COMT
chr22	20002331	20006331	-	ARVCF
chr22	20002537	20006537	+	TANGO2
chr22	20065755	20069755	+	DGCR8
chr22	20102915	20106915	-	TRMT2A
chr22	20101461	20105461	+	RANBP1
chr22	20114979	20118979	+	ZDHHC8
chr22	20136399	20140399	-	AC006547.14
chr22	20268769	20272769	-	RTN4R
chr22	20305603	20309603	-	DGCR6L
chr22	20366028	20370028	-	GGTLC3
chr22	20459786	20463786	-	RIMBP3
chr22	20690438	20694438	+	FAM230A
chr22	20743048	20747048	-	USP41
chr22	20746405	20750405	+	ZNF74
chr22	20790146	20794146	-	SCARF2
chr22	20848170	20852170	-	KLHL22
chr22	20848200	20852200	+	MED15
chr22	21211705	21215705	-	PI4KA
chr22	21126167	21130167	+	SERPIND1
chr22	21211271	21215271	+	SNAP29
chr22	21269714	21273714	+	CRKL
chr22	21317396	21321396	+	AIFM3
chr22	21331751	21335751	+	LZTR1
chr22	21354485	21358485	-	THAP7
chr22	21358736	21362736	-	AC002472.1
chr22	21362097	21366097	+	P2RX6
chr22	21385129	21389129	-	SLC7A4
chr22	21398249	21402249	+	AC002472.13
chr22	21480352	21484352	-	POM121L7
chr22	21579926	21583926	-	GGT2
chr22	21735663	21739663	+	RIMBP3B
chr22	21769693	21773693	+	HIC2
chr22	21903750	21907750	-	RIMBP3C
chr22	21901736	21905736	+	UBE2L3
chr22	21982353	21986353	-	YDJC
chr22	21985005	21989005	+	CCDC116
chr22	21994550	21998550	+	SDF2L1
chr22	22004559	22008559	+	PPIL2
chr22	22088123	22092123	-	YPEL1
chr22	22219970	22223970	-	MAPK1
chr22	22305209	22309209	-	PPM1F
chr22	22335213	22339213	-	TOP3B
chr22	22597087	22601087	+	VPREB1
chr22	22861505	22865505	-	ZNF280B
chr22	22872613	22876613	-	ZNF280A
chr22	22899768	22903768	-	PRAME
chr22	22899750	22903750	+	LL22NC03-63E9.3
chr22	22986780	22990780	+	GGTLC2
chr22	23227960	23231960	+	IGLL5
chr22	23485208	23489208	-	RTDR1
chr22	23410540	23414540	+	GNAZ
chr22	23485513	23489513	+	RAB36
chr22	23519891	23523891	+	BCR
chr22	23920495	23924495	-	IGLL1
chr22	23972508	23976508	-	C22orf43
chr22	24028323	24032323	+	RGL4
chr22	24091279	24095279	-	ZNF70
chr22	24094655	24098655	-	VPREB3
chr22	24103208	24107208	+	C22orf15
chr22	24108630	24112630	-	CHCHD10
chr22	24108413	24112413	+	MMP11
chr22	24124145	24128145	-	AP000349.1
chr22	24127150	24131150	+	SMARCB1
chr22	24179315	24183315	-	DERL3
chr22	24196890	24200890	+	SLC2A11
chr22	24202375	24206375	+	AP000350.10
chr22	24234191	24238191	+	MIF
chr22	24239117	24243117	-	AP000350.4
chr22	24301373	24305373	-	GSTT2B
chr22	24307089	24311089	+	DDTL
chr22	24320660	24324660	-	DDT
chr22	24320339	24324339	+	GSTT2
chr22	24382680	24386680	-	GSTT1
chr22	24405642	24409642	+	CABIN1
chr22	24575227	24579227	+	SUSD2
chr22	24639110	24643110	-	GGT5
chr22	24664786	24668786	+	SPECC1L
chr22	24664866	24668866	+	SPECC1L-ADORA2A
chr22	24811847	24815847	+	ADORA2A
chr22	24861206	24865206	+	UPB1
chr22	24949903	24953903	-	GUCD1
chr22	24949471	24953471	+	SNRPD3
chr22	24977718	24981718	+	GGT1
chr22	24987175	24991175	-	FAM211B
chr22	25168687	25172687	-	PIWIL3
chr22	25200236	25204236	+	SGSM1
chr22	25340662	25344662	-	TMEM211
chr22	25346697	25350697	+	KIAA1671
chr22	25593817	25597817	+	CRYBB3
chr22	25613489	25617489	+	CRYBB2
chr22	25799344	25803344	-	LRP5L
chr22	25958816	25962816	+	ADRBK2
chr22	26136111	26140111	+	MYO18B
chr22	26563440	26567440	+	SEZ6L
chr22	26823239	26827239	+	ASPHD2
