chr	start_promoter	end_promoter	strand	gene_name	gene_id
chr9	114587769	114598879	+	ATP6V1G1	ENSG00000136888.7
chr9	114611206	114646422	+	TMEM268	ENSG00000157693.15
chr9	114656304	114662374	-	TEX53	ENSG00000230054.3
chr9	114666434	114682192	-	TEX48	ENSG00000230601.7
chr9	114784652	114806039	-	TNFSF15	ENSG00000181634.8
chr9	114893343	114930595	-	TNFSF8	ENSG00000106952.7
chr9	115019575	115118257	-	TNC	ENSG00000041982.16
chr9	116153791	116402321	+	PAPPA	ENSG00000182752.10
chr9	116425225	117415070	-	ASTN2	ENSG00000148219.16
chr9	116687302	116701300	+	TRIM32	ENSG00000119401.10
chr9	117704157	118072314	+	AL160272.2	ENSG00000285082.2
chr9	117704175	117724735	+	TLR4	ENSG00000136869.16
chr9	119153458	119369435	-	BRINP1	ENSG00000078725.13
chr9	120388869	120580170	-	CDK5RAP2	ENSG00000136861.18
chr9	120600811	120714470	-	MEGF9	ENSG00000106780.9
chr9	120751978	120793416	-	FBXW2	ENSG00000119402.17
chr9	120792403	120799918	+	B3GNT10	ENSG00000214654.8
chr9	120815496	120842951	-	PSMD5	ENSG00000095261.14
chr9	120855651	120894896	-	PHF19	ENSG00000119403.15
chr9	120902393	120929173	-	TRAF1	ENSG00000056558.11
chr9	120952335	121050275	-	C5	ENSG00000106804.8
chr9	121074863	121177610	+	CNTRL	ENSG00000119397.16
chr9	121178133	121223014	-	RAB14	ENSG00000119396.11
chr9	121207794	121332843	+	GSN	ENSG00000148180.19
chr9	121338987	121370304	-	STOM	ENSG00000148175.13
chr9	121567057	121785530	+	DAB2IP	ENSG00000136848.17
chr9	121821928	122093606	-	TTLL11	ENSG00000175764.14
chr9	122144058	122159779	-	NDUFA8	ENSG00000119421.7
chr9	122159908	122200088	+	MORN5	ENSG00000185681.13
chr9	122202577	122229626	-	LHX6	ENSG00000106852.15
chr9	122237622	122264840	-	RBM18	ENSG00000119446.14
chr9	122264603	122331337	+	MRRF	ENSG00000148187.18
chr9	122370530	122395703	+	PTGS1	ENSG00000095303.17
chr9	122476958	122477926	-	OR1J1	ENSG00000136834.3
chr9	122510802	122511743	+	OR1J2	ENSG00000197233.7
chr9	122519141	122520082	+	OR1J4	ENSG00000239590.1
chr9	122526358	122527296	-	OR1N1	ENSG00000171505.5
chr9	122553112	122555173	+	OR1N2	ENSG00000171501.10
chr9	122567117	122583384	-	OR1L8	ENSG00000171496.4
chr9	122614738	122615682	+	OR1Q1	ENSG00000165202.3
chr9	122628579	122629573	-	OR1B1	ENSG00000280094.2
chr9	122661566	122662648	+	OR1L1	ENSG00000173679.2
chr9	122675036	122676153	+	OR1L3	ENSG00000171481.4
chr9	122723990	122724925	+	OR1L4	ENSG00000136939.1
chr9	122742303	122750783	+	OR1L6	ENSG00000171459.4
chr9	122788933	122789895	+	OR5C1	ENSG00000148215.4
chr9	122798389	122828588	-	PDCL	ENSG00000136940.14
chr9	122800123	122801073	+	OR1K1	ENSG00000165204.3
chr9	122844556	122905359	-	RC3H2	ENSG00000056586.16
chr9	122908056	122913323	-	ZBTB6	ENSG00000186130.5
chr9	122915566	122931512	-	ZBTB26	ENSG00000171448.9
chr9	122940833	123104866	+	RABGAP1	ENSG00000011454.17
chr9	123034527	123035696	+	GPR21	ENSG00000188394.6
chr9	123109500	123268586	-	STRBP	ENSG00000165209.19
chr9	123356170	123380324	+	CRB2	ENSG00000148204.12
chr9	123379654	123930152	-	DENND1A	ENSG00000119522.16
chr9	124001670	124033301	+	LHX2	ENSG00000106689.11
chr9	124257606	124353307	+	NEK6	ENSG00000119408.16
chr9	124353465	124415444	-	PSMB7	ENSG00000136930.13
chr9	124451425	124478589	+	ADGRD2	ENSG00000180264.11
chr9	124481236	124507420	-	NR5A1	ENSG00000136931.10
chr9	124517275	124771311	-	NR6A1	ENSG00000148200.17
chr9	124777133	124814885	+	OLFML2A	ENSG00000185585.20
chr9	124853417	124857890	+	WDR38	ENSG00000136918.7
chr9	124857880	124861981	-	RPL35	ENSG00000136942.15
chr9	124862130	124877733	+	ARPC5L	ENSG00000136950.13
chr9	124878275	124948492	-	GOLGA1	ENSG00000136935.14
chr9	124942608	125143528	-	SCAI	ENSG00000173611.18
chr9	125146573	125189939	-	PPP6C	ENSG00000119414.11
chr9	125200542	125234161	+	RABEPK	ENSG00000136933.17
chr9	125234853	125241343	-	HSPA5	ENSG00000044574.8
chr9	125261794	125367207	+	GAPVD1	ENSG00000165219.22
chr9	125437393	125707234	-	MAPKAP1	ENSG00000119487.17
chr9	125747345	125967377	+	PBX3	ENSG00000167081.18
chr9	126326829	126507041	+	MVB12B	ENSG00000196814.15
chr9	126613928	126701032	+	LMX1B	ENSG00000136944.19
chr9	126805006	126838210	+	ZBTB43	ENSG00000169155.10
chr9	126860665	126885878	+	ZBTB34	ENSG00000177125.5
chr9	126914774	127223166	+	RALGPS1	ENSG00000136828.19
chr9	127087348	127122635	-	ANGPTL2	ENSG00000136859.10
chr9	127224265	127393660	+	GARNL3	ENSG00000136895.19
chr9	127397138	127408424	+	SLC2A8	ENSG00000136856.18
chr9	127424374	127445372	+	ZNF79	ENSG00000196152.10
chr9	127447674	127451406	-	RPL12	ENSG00000197958.13
chr9	127451486	127503501	+	LRSAM1	ENSG00000148356.13
chr9	127505339	127578989	-	NIBAN2	ENSG00000136830.12
chr9	127579370	127696027	+	STXBP1	ENSG00000136854.22
chr9	127690348	127724873	-	PTRH1	ENSG00000187024.15
chr9	127706988	127716002	+	CFAP157	ENSG00000160401.15
chr9	127716079	127731590	+	TTC16	ENSG00000167094.16
chr9	127731524	127735313	-	TOR2A	ENSG00000160404.18
chr9	127738317	127778710	-	SH2D3C	ENSG00000095370.20
chr9	127785679	127790792	+	CDK9	ENSG00000136807.14
chr9	127794597	127814327	+	FPGS	ENSG00000136877.15
chr9	127815012	127854756	-	ENG	ENSG00000106991.13
chr9	127866486	127877675	-	AK1	ENSG00000106992.19
chr9	127867850	127906022	-	AL157935.3	ENSG00000257524.6
chr9	127885321	127905408	-	ST6GALNAC6	ENSG00000160408.14
chr9	127907886	127917041	-	ST6GALNAC4	ENSG00000136840.19
chr9	127920881	127930785	-	PIP5KL1	ENSG00000167103.12
chr9	127935099	127938484	-	DPM2	ENSG00000136908.17
chr9	127940582	127980989	-	FAM102A	ENSG00000167106.12
chr9	128061233	128068206	-	NAIF1	ENSG00000171169.9
chr9	128068201	128109245	+	SLC25A25	ENSG00000148339.12
chr9	128120693	128128462	-	PTGES2	ENSG00000148334.15
chr9	128149071	128153453	+	LCN2	ENSG00000148346.12
chr9	128160265	128163924	+	C9orf16	ENSG00000171159.5
chr9	128161251	128204383	-	CIZ1	ENSG00000148337.21
chr9	128191655	128255248	+	DNM1	ENSG00000106976.21
chr9	128255829	128275995	-	GOLGA2	ENSG00000167110.18
chr9	128275379	128316123	+	SWI5	ENSG00000175854.12
chr9	128305159	128322447	-	TRUB2	ENSG00000167112.10
chr9	128322544	128334072	+	COQ4	ENSG00000167113.11
chr9	128340527	128361470	+	SLC27A4	ENSG00000167114.13
chr9	128371361	128392016	+	URM1	ENSG00000167118.11
chr9	128411751	128437351	+	CERCAM	ENSG00000167123.19
chr9	128455186	128501292	+	ODF2	ENSG00000136811.16
chr9	128504719	128542288	+	GLE1	ENSG00000119392.15
chr9	128552558	128633662	+	SPTAN1	ENSG00000197694.18
chr9	128633661	128656787	-	WDR34	ENSG00000119333.11
chr9	128683424	128696400	+	SET	ENSG00000119335.17
chr9	128702503	128720916	+	PKN3	ENSG00000160447.7
chr9	128720870	128724127	-	ZDHHC12	ENSG00000160446.19
chr9	128729786	128772414	-	ZER1	ENSG00000160445.11
chr9	128787253	128810430	+	TBC1D13	ENSG00000107021.16
chr9	128818500	128822676	+	ENDOG	ENSG00000167136.7
chr9	128819651	128829794	-	SPOUT1	ENSG00000198917.13
chr9	128819663	128881931	-	AL441992.3	ENSG00000286112.1
chr9	128832942	128882494	-	KYAT1	ENSG00000171097.14
chr9	128882112	128918039	+	LRRC8A	ENSG00000136802.11
chr9	128920966	128942041	+	PHYHD1	ENSG00000175287.19
chr9	128941478	128957021	+	AL672142.1	ENSG00000251184.1
chr9	128945530	128947603	-	DOLK	ENSG00000175283.8
chr9	128947699	129007096	+	NUP188	ENSG00000095319.14
chr9	129007036	129028303	-	SH3GLB2	ENSG00000148341.17
chr9	129036621	129072082	+	MIGA2	ENSG00000148343.18
chr9	129081111	129090438	+	DOLPP1	ENSG00000167130.18
chr9	129094794	129111189	-	CRAT	ENSG00000095321.17
chr9	129110950	129148946	+	PTPA	ENSG00000119383.19
chr9	129175552	129178261	-	IER5L	ENSG00000188483.8
chr9	129608884	129636131	+	NTMT1	ENSG00000148335.14
chr9	129612225	129620776	-	C9orf50	ENSG00000179058.7
chr9	129634604	129642169	-	ASB6	ENSG00000148331.12
chr9	129665647	129722674	+	PRRX2	ENSG00000167157.11
chr9	129738331	129753042	-	PTGES	ENSG00000148344.11
chr9	129803157	129811281	+	TOR1B	ENSG00000136816.16
chr9	129812942	129824244	-	TOR1A	ENSG00000136827.12
chr9	129827290	129835863	-	C9orf78	ENSG00000136819.15
chr9	129834698	129881838	+	USP20	ENSG00000136878.13
chr9	129887187	130043194	-	FNBP1	ENSG00000187239.17
chr9	130053426	130140169	+	GPR107	ENSG00000148358.19
chr9	130172404	130237303	+	NCS1	ENSG00000107130.10
chr9	130265882	130434123	+	HMCN2	ENSG00000148357.16
chr9	130444961	130501274	+	ASS1	ENSG00000130707.18
chr9	130578965	130638352	+	FUBP3	ENSG00000107164.16
chr9	130664594	130682983	+	PRDM12	ENSG00000130711.4
chr9	130693721	130704894	+	EXOSC2	ENSG00000130713.16
chr9	130713016	130887675	+	ABL1	ENSG00000097007.19
chr9	130713626	130713724	+	AL359092.3	ENSG00000288570.1
chr9	130892707	130896812	-	QRFP	ENSG00000188710.3
chr9	130902438	130939286	-	FIBCD1	ENSG00000130720.13
chr9	131009174	131094473	+	LAMC3	ENSG00000050555.18
chr9	131096476	131123152	+	AIF1L	ENSG00000126878.13
chr9	131125586	131234663	+	NUP214	ENSG00000126883.17
chr9	131258076	131276510	-	FAM78A	ENSG00000126882.13
chr9	131289459	131359022	+	PLPP7	ENSG00000160539.6
chr9	131373636	131500197	+	PRRC2B	ENSG00000130723.20
chr9	131502902	131523806	+	POMT1	ENSG00000130714.17
chr9	131523801	131531264	-	UCK1	ENSG00000130717.13
chr9	131545514	131558620	+	PRRT1B	ENSG00000283526.1
chr9	131576770	131740074	-	RAPGEF1	ENSG00000107263.18
chr9	131852928	132079867	-	MED27	ENSG00000160563.14
chr9	132161676	132244526	+	NTNG2	ENSG00000196358.11
chr9	132261356	132354986	-	SETX	ENSG00000107290.14
chr9	132375548	132406851	-	TTF1	ENSG00000125482.13
chr9	132410043	132573317	+	CFAP77	ENSG00000188523.8
chr9	132582606	132590252	+	BARHL1	ENSG00000125492.10
chr9	132592997	132670401	-	DDX31	ENSG00000125485.17
chr9	132670035	132694953	+	GTF3C4	ENSG00000125484.12
chr9	132725578	132878777	-	AK8	ENSG00000165695.10
chr9	132878027	132890201	+	SPACA9	ENSG00000165698.16
chr9	132891348	132946874	-	TSC1	ENSG00000165699.15
chr9	132944000	132991687	+	GFI1B	ENSG00000165702.14
chr9	133030675	133058503	+	GTF3C5	ENSG00000148308.17
chr9	133061978	133071863	+	CEL	ENSG00000170835.16
chr9	133097720	133149334	-	RALGDS	ENSG00000160271.16
chr9	133098121	133163914	-	AL162417.1	ENSG00000285245.1
chr9	133152948	133163933	-	GBGT1	ENSG00000148288.13
chr9	133205277	133209250	-	OBP2B	ENSG00000171102.14
chr9	133250401	133276024	-	ABO	ENSG00000175164.15
chr9	133328776	133336188	-	SURF6	ENSG00000148296.7
chr9	133338312	133348131	-	MED22	ENSG00000148297.16
chr9	133348218	133351426	+	RPL7A	ENSG00000148303.17
chr9	133351758	133356676	-	SURF1	ENSG00000148290.10
chr9	133356550	133361158	+	SURF2	ENSG00000148291.10
chr9	133361450	133376166	-	SURF4	ENSG00000148248.14
chr9	133376366	133406096	+	STKLD1	ENSG00000198870.8
chr9	133406059	133418096	-	REXO4	ENSG00000148300.12
chr9	133414358	133459402	+	ADAMTS13	ENSG00000160323.18
chr9	133459965	133470848	+	CACFD1	ENSG00000160325.14
chr9	133471094	133479127	-	SLC2A6	ENSG00000160326.14
chr9	133514586	133528612	-	MYMK	ENSG00000187616.5
chr9	133532164	133575519	+	ADAMTSL2	ENSG00000197859.11
chr9	133577081	133609389	-	FAM163B	ENSG00000196990.9
chr9	133636363	133659329	+	DBH	ENSG00000123454.12
chr9	133663560	133739955	-	SARDH	ENSG00000123453.18
chr9	133761894	133992604	-	VAV2	ENSG00000160293.17
chr9	134025481	134034666	+	BRD3OS	ENSG00000235106.10
chr9	134030305	134068535	-	BRD3	ENSG00000169925.17
chr9	134135365	134159968	+	WDR5	ENSG00000196363.9
chr9	134317098	134440585	+	RXRA	ENSG00000186350.12
chr9	134641803	134844843	+	COL5A1	ENSG00000130635.16
chr9	134880810	134887523	+	FCN2	ENSG00000160339.16
chr9	134903232	134917912	-	FCN1	ENSG00000085265.11
chr9	135075422	135121179	+	OLFM1	ENSG00000130558.19
chr9	135479079	135488893	+	PPP1R26	ENSG00000196422.11
chr9	135495181	135501734	-	C9orf116	ENSG00000160345.13
chr9	135499984	135504673	+	MRPS2	ENSG00000122140.11
chr9	135521438	135526532	+	LCN1	ENSG00000160349.9
chr9	135546139	135549969	+	OBP2A	ENSG00000122136.13
chr9	135561756	135566955	+	PAEP	ENSG00000122133.17
chr9	135604345	135619893	+	AL354761.1	ENSG00000236543.3
chr9	135623648	135639540	-	GLT6D1	ENSG00000204007.7
chr9	135663322	135666422	+	LCN9	ENSG00000148386.9
chr9	135693407	135704498	-	SOHLH1	ENSG00000165643.11
chr9	135702185	135795508	+	KCNT1	ENSG00000107147.13
chr9	135808487	135907546	-	CAMSAP1	ENSG00000130559.19
chr9	135932969	135961373	-	UBAC1	ENSG00000130560.9
chr9	136006537	136095289	-	NACC2	ENSG00000148411.8
chr9	136114581	136118875	-	TMEM250	ENSG00000238227.8
chr9	136196250	136205128	-	LHX3	ENSG00000107187.17
chr9	136206333	136245812	-	QSOX2	ENSG00000165661.17
chr9	136249971	136306901	-	CCDC187	ENSG00000260220.6
chr9	136327476	136359605	+	GPSM1	ENSG00000160360.13
chr9	136359480	136363744	-	DNLZ	ENSG00000213221.5
chr9	136361903	136373681	-	CARD9	ENSG00000187796.15
chr9	136375577	136400168	-	SNAPC4	ENSG00000165684.4
chr9	136401922	136410614	-	ENTR1	ENSG00000165689.17
chr9	136410641	136423761	+	PMPCA	ENSG00000165688.12
chr9	136428619	136439845	-	INPP5E	ENSG00000148384.13
chr9	136440096	136483759	-	SEC16A	ENSG00000148396.18
chr9	136494433	136546048	-	NOTCH1	ENSG00000148400.12
chr9	136658856	136672678	+	EGFL7	ENSG00000172889.16
chr9	136673143	136687457	-	AGPAT2	ENSG00000169692.13
chr9	136712572	136724742	+	DIPK1B	ENSG00000165716.11
chr9	136738167	136743356	-	LCN10	ENSG00000187922.14
chr9	136738167	136748453	-	AL355987.1	ENSG00000204003.8
chr9	136744017	136748525	-	LCN6	ENSG00000267206.6
chr9	136754386	136758543	-	LCN8	ENSG00000204001.9
chr9	136759634	136766255	-	LCN15	ENSG00000177984.7
chr9	136791344	136793317	+	TMEM141	ENSG00000244187.8
chr9	136791379	136800595	+	AL355987.3	ENSG00000272896.1
chr9	136796338	136807741	+	CCDC183	ENSG00000213213.14
chr9	136807943	136841187	+	RABL6	ENSG00000196642.19
chr9	136844415	136848801	+	AJM1	ENSG00000232434.2
chr9	136848724	136851027	+	PHPT1	ENSG00000054148.18
chr9	136850943	136860799	+	MAMDC4	ENSG00000177943.14
chr9	136862119	136866308	-	EDF1	ENSG00000107223.13
chr9	136881912	136926607	+	TRAF2	ENSG00000127191.18
chr9	136940435	136944738	-	FBXW5	ENSG00000159069.14
chr9	136945185	136946975	+	C8G	ENSG00000176919.13
chr9	136949551	136955497	+	LCN12	ENSG00000184925.12
chr9	136975092	136981742	+	PTGDS	ENSG00000107317.13
chr9	136977518	136985435	+	AL807752.7	ENSG00000284341.1
chr9	136981904	136986410	+	LCNL1	ENSG00000214402.7
chr9	136992422	136993984	+	PAXX	ENSG00000148362.11
chr9	136994608	136996568	-	CLIC3	ENSG00000169583.13
chr9	137007234	137028922	-	ABCA2	ENSG00000107331.17
chr9	137030174	137032088	-	FUT7	ENSG00000180549.8
chr9	137031241	137040436	-	AL807752.6	ENSG00000279073.3
chr9	137039463	137046179	-	NPDC1	ENSG00000107281.10
chr9	137048107	137054061	-	ENTPD2	ENSG00000054179.12
chr9	137062127	137070557	-	SAPCD2	ENSG00000186193.9
chr9	137077517	137084539	+	UAP1L1	ENSG00000197355.11
chr9	137086985	137109183	+	MAN1B1	ENSG00000177239.15
chr9	137110546	137115177	-	DPP7	ENSG00000176978.14
chr9	137139154	137168756	+	GRIN1	ENSG00000176884.15
chr9	137168758	137170051	-	LRRC26	ENSG00000184709.7
chr9	137168854	137171984	-	AL929554.2	ENSG00000261793.1
chr9	137170858	137172056	-	TMEM210	ENSG00000185863.8
chr9	137174784	137188560	-	ANAPC2	ENSG00000176248.9
chr9	137188660	137190370	+	SSNA1	ENSG00000176101.12
chr9	137191617	137204193	-	TPRN	ENSG00000176058.13
chr9	137204082	137205648	-	TMEM203	ENSG00000187713.7
chr9	137205685	137217009	+	NDOR1	ENSG00000188566.14
chr9	137217452	137219361	+	BX255925.3	ENSG00000284976.1
chr9	137220247	137221581	-	RNF208	ENSG00000212864.3
chr9	137224635	137226315	+	CYSRT1	ENSG00000197191.6
chr9	137227502	137229640	+	RNF224	ENSG00000233198.4
chr9	137230757	137236555	+	SLC34A3	ENSG00000198569.10
chr9	137241287	137243707	+	TUBB4B	ENSG00000188229.6
chr9	137243584	137247770	-	FAM166A	ENSG00000188163.8
chr9	137251261	137253483	+	STPG3	ENSG00000197768.10
chr9	137255327	137273542	+	NELFB	ENSG00000188986.8
chr9	137277726	137282641	+	TOR4A	ENSG00000198113.3
chr9	137299631	137302271	-	NRARP	ENSG00000198435.4
chr9	137306896	137423211	-	EXD3	ENSG00000187609.16
chr9	137423350	137434406	+	NOXA1	ENSG00000188747.8
chr9	137434364	137441816	-	ENTPD8	ENSG00000188833.10
chr9	137447570	137459334	-	NSMF	ENSG00000165802.23
chr9	137459952	137550402	-	PNPLA7	ENSG00000130653.16
chr9	137551879	137552555	+	MRPL41	ENSG00000182154.8
chr9	137554444	137578925	-	DPH7	ENSG00000148399.13
chr9	137582081	137590512	-	ZMYND19	ENSG00000165724.6
chr9	137605685	137615360	+	ARRDC1	ENSG00000197070.14
chr9	137618992	137870016	+	EHMT1	ENSG00000181090.21
chr9	137877782	138124624	+	CACNA1B	ENSG00000148408.13
chrM	3307	4262	+	MT-ND1	ENSG00000198888.2
chrM	4470	5511	+	MT-ND2	ENSG00000198763.3
chrM	5904	7445	+	MT-CO1	ENSG00000198804.2
chrM	7586	8269	+	MT-CO2	ENSG00000198712.1
chrM	8366	8572	+	MT-ATP8	ENSG00000228253.1
chrM	8527	9207	+	MT-ATP6	ENSG00000198899.2
chrM	9207	9990	+	MT-CO3	ENSG00000198938.2
chrM	10059	10404	+	MT-ND3	ENSG00000198840.2
chrM	10470	10766	+	MT-ND4L	ENSG00000212907.2
chrM	10760	12137	+	MT-ND4	ENSG00000198886.2
chrM	12337	14148	+	MT-ND5	ENSG00000198786.2
chrM	14149	14673	-	MT-ND6	ENSG00000198695.2
chrM	14747	15887	+	MT-CYB	ENSG00000198727.2
chrX	276322	303356	+	PLCXD1	ENSG00000182378.14
chrX	304529	318819	-	GTPBP6	ENSG00000178605.13
chrX	333933	386955	-	PPP2R3B	ENSG00000167393.18
chrX	624344	659411	+	SHOX	ENSG00000185960.14
chrX	1187549	1212723	-	CRLF2	ENSG00000205755.12
chrX	1268800	1310381	+	CSF2RA	ENSG00000198223.16
chrX	1336616	1382689	+	IL3RA	ENSG00000185291.12
chrX	1386152	1392113	-	SLC25A6	ENSG00000169100.14
chrX	1403139	1453762	-	ASMTL	ENSG00000169093.16
chrX	1462581	1537185	-	P2RY8	ENSG00000182162.11
chrX	1591604	1602520	+	AKAP17A	ENSG00000197976.12
chrX	1615059	1643081	+	ASMT	ENSG00000196433.13
chrX	2219506	2502805	-	DHRSX	ENSG00000169084.15
chrX	2486414	2500976	-	ZBED1	ENSG00000214717.12
chrX	2691187	2741309	+	CD99	ENSG00000002586.20
chrX	2752048	2816500	+	XG	ENSG00000124343.13
chrX	2828822	2882820	+	GYG2	ENSG00000056998.20
chrX	2903972	2929349	-	ARSD	ENSG00000006756.16
chrX	2934521	2968475	-	ARSL	ENSG00000157399.16
chrX	3006546	3034111	+	ARSH	ENSG00000205667.3
chrX	3041471	3112727	+	ARSF	ENSG00000062096.15
chrX	3308565	3346652	-	MXRA5	ENSG00000101825.8
chrX	3604340	3713649	-	PRKX	ENSG00000183943.6
chrX	5840637	6228867	-	NLGN4X	ENSG00000146938.16
chrX	6533618	6535118	-	VCX3A	ENSG00000169059.12
chrX	6667865	7148158	-	PUDP	ENSG00000130021.15
chrX	7147237	7804358	+	STS	ENSG00000101846.8
chrX	7842262	7844143	+	VCX	ENSG00000182583.12
chrX	7898247	7927739	-	PNPLA4	ENSG00000006757.12
chrX	8169944	8171267	-	VCX2	ENSG00000177504.10
chrX	8464830	8466510	+	VCX3B	ENSG00000205642.10
chrX	8528874	8732137	-	ANOS1	ENSG00000011201.12
chrX	8790795	8801383	-	FAM9A	ENSG00000183304.10
chrX	9024232	9295682	-	FAM9B	ENSG00000177138.17
chrX	9463295	9741037	+	TBL1X	ENSG00000101849.17
chrX	9725346	9786297	-	GPR143	ENSG00000101850.13
chrX	9786429	9949443	+	SHROOM2	ENSG00000146950.13
chrX	9967358	9968352	+	CLDN34	ENSG00000234469.4
chrX	10015254	10144474	+	WWC3	ENSG00000047644.19
chrX	10156945	10237660	+	CLCN4	ENSG00000073464.12
chrX	10445310	10833654	-	MID1	ENSG00000101871.15
chrX	11111301	11123086	+	HCCS	ENSG00000004961.15
chrX	11117651	11665920	-	ARHGAP6	ENSG00000047648.23
chrX	11293413	11300761	+	AMELX	ENSG00000125363.14
chrX	11758159	11775772	+	MSL3	ENSG00000005302.19
chrX	11822423	12724523	+	FRMPD4	ENSG00000169933.15
chrX	12791355	12824222	+	PRPS2	ENSG00000101911.12
chrX	12867072	12890361	+	TLR7	ENSG00000196664.5
chrX	12906620	12923169	+	TLR8	ENSG00000101916.12
chrX	12975110	12977227	+	TMSB4X	ENSG00000205542.11
chrX	13035617	13044682	-	FAM9C	ENSG00000187268.12
chrX	13318236	13320399	-	ATXN3L	ENSG00000123594.5
chrX	13569601	13633575	+	EGFL6	ENSG00000198759.12
chrX	13653189	13681964	+	TCEANC	ENSG00000176896.8
chrX	13689128	13710504	+	RAB9A	ENSG00000123595.8
chrX	13712244	13734635	-	TRAPPC2	ENSG00000196459.14
chrX	13734745	13769357	+	OFD1	ENSG00000046651.15
chrX	13770939	13938638	-	GPM6B	ENSG00000046653.15
chrX	14008279	14029893	-	GEMIN8	ENSG00000046647.13
chrX	14529298	14731812	+	GLRA2	ENSG00000101958.14
chrX	14835961	14873069	-	FANCB	ENSG00000181544.15
chrX	14873421	14922327	+	MOSPD2	ENSG00000130150.12
chrX	15235288	15270467	-	ASB9	ENSG00000102048.16
chrX	15281697	15315640	-	ASB11	ENSG00000165192.14
chrX	15319451	15335580	-	PIGA	ENSG00000165195.15
chrX	15345596	15384413	-	VEGFD	ENSG00000165197.5
chrX	15384799	15493564	-	PIR	ENSG00000087842.11
chrX	15464246	15556529	+	BMX	ENSG00000102010.15
chrX	15561033	15602148	-	ACE2	ENSG00000130234.11
chrX	15561047	15675608	-	AC097625.2	ENSG00000285602.1
chrX	15627318	15675012	-	CLTRN	ENSG00000147003.7
chrX	15688830	15788411	+	CA5B	ENSG00000169239.13
chrX	15790472	15823260	+	ZRSR2	ENSG00000169249.12
chrX	15825806	15854931	-	AP1S2	ENSG00000182287.15
chrX	16123565	16153518	+	GRPR	ENSG00000126010.6
chrX	16167481	16171464	+	MAGEB17	ENSG00000182798.10
chrX	16587999	16712936	-	CTPS2	ENSG00000047230.15
chrX	16650158	16654670	+	S100G	ENSG00000169906.5
chrX	16719612	16765340	+	SYAP1	ENSG00000169895.6
chrX	16786432	16844519	+	TXLNG	ENSG00000086712.13
chrX	16839283	16870362	-	RBBP7	ENSG00000102054.18
chrX	16946658	17153272	+	REPS2	ENSG00000169891.18
chrX	17375420	17735994	+	NHS	ENSG00000188158.15
chrX	17737449	17754988	+	SCML1	ENSG00000047634.15
chrX	17800049	17861337	-	RAI2	ENSG00000131831.18
chrX	18162931	18220886	-	BEND2	ENSG00000177324.14
chrX	18239313	18354688	-	SCML2	ENSG00000102098.19
chrX	18425583	18653629	+	CDKL5	ENSG00000008086.13
chrX	18639688	18672108	-	RS1	ENSG00000102104.9
chrX	18675909	18827921	+	PPEF1	ENSG00000086717.18
chrX	18892298	18984114	-	PHKA2	ENSG00000044446.12
chrX	18989307	19122637	-	ADGRG2	ENSG00000173698.18
chrX	19343893	19361718	+	PDHA1	ENSG00000131828.14
chrX	19360056	19515261	-	MAP3K15	ENSG00000180815.14
chrX	19533977	19887600	-	SH3KBP1	ENSG00000147010.18
chrX	19912860	19970298	-	BCLAF3	ENSG00000173681.16
chrX	20006713	20116907	-	MAP7D2	ENSG00000184368.16
chrX	20124525	20141838	-	EIF1AX	ENSG00000173674.11
chrX	20149911	20267519	-	RPS6KA3	ENSG00000177189.14
chrX	21372801	21654695	+	CNKSR2	ENSG00000149970.16
chrX	21654690	21658330	-	KLHL34	ENSG00000185915.5
chrX	21705978	21758116	-	SMPX	ENSG00000091482.8
chrX	21839617	21885423	+	MBTPS2	ENSG00000012174.12
chrX	21855987	21858740	+	YY2	ENSG00000230797.3
chrX	21940709	21994837	+	SMS	ENSG00000102172.16
chrX	22032325	22251310	+	PHEX	ENSG00000102174.9
chrX	22272913	22274461	+	CBLL2	ENSG00000175809.6
chrX	22999960	23003589	+	DDX53	ENSG00000184735.7
chrX	23334849	23404374	+	PTCHD1	ENSG00000165186.12
chrX	23664262	23686397	+	PRDX4	ENSG00000123131.13
chrX	23701055	23766475	-	ACOT9	ENSG00000123130.17
chrX	23783173	23786226	+	SAT1	ENSG00000130066.16
chrX	23833353	23907938	-	APOO	ENSG00000184831.14
chrX	23907801	23939509	+	CXorf58	ENSG00000165182.11
chrX	23983720	24027186	-	KLHL15	ENSG00000174010.9
chrX	24054946	24078810	+	EIF2S3	ENSG00000130741.11
chrX	24149173	24216255	+	ZFX	ENSG00000005889.15
chrX	24465221	24550466	+	PDK3	ENSG00000067992.15
chrX	24558087	24672677	-	PCYT1B	ENSG00000102230.14
chrX	24693909	24996986	+	POLA1	ENSG00000101868.11
chrX	25003694	25016420	-	ARX	ENSG00000004848.8
chrX	26138343	26140736	+	MAGEB18	ENSG00000176774.6
chrX	26160601	26161824	+	MAGEB6B	ENSG00000232030.3
chrX	26192440	26195646	+	MAGEB6	ENSG00000176746.6
chrX	26216169	26218270	+	MAGEB5	ENSG00000188408.5
chrX	27460207	27463341	-	PPP4R3C	ENSG00000224960.5
chrX	27590382	27748821	+	DCAF8L2	ENSG00000189186.10
chrX	27807990	27823014	+	MAGEB10	ENSG00000177689.10
chrX	27977992	27981449	-	DCAF8L1	ENSG00000226372.4
chrX	28587446	29956718	+	IL1RAPL1	ENSG00000169306.10
chrX	30215563	30220089	+	MAGEB2	ENSG00000099399.6
chrX	30230436	30237492	+	MAGEB3	ENSG00000198798.5
